"time","Be","Bt","Bet","Pl","Pe","Pt","model"
0,17167,16278,0,179167,0,0,"dens_both"
1,85728.1017371082,73847.9781192055,1.19818822975404e-11,179189.474550372,5.23166740648145e-07,4.94361666572076e-07,"dens_both"
2,428028.3446317,334966.498992328,2.29822675221451e-08,181912.793304711,1.98801727041592e-05,1.76626807843513e-05,"dens_both"
3,2135209.71545189,1518115.72625646,8.53661954356176e-07,194974.562806947,0.000116838461521651,9.57622856153618e-05,"dens_both"
4,10606785.7608533,6853131.98000604,2.18881306535147e-05,258984.002960403,0.000610198771330921,0.000456269121282981,"dens_both"
5,51651783.2719344,30361962.5832292,0.000511117374004823,596568.109869481,0.00327221112555401,0.00221315817773376,"dens_both"
6,230123529.131355,123696000.503798,0.0111158325208194,2689029.83995332,0.0197587972841137,0.0119639757126553,"dens_both"
7,750993914.152797,375672569.748666,0.164173607247311,15250586.6801409,0.11939532963511,0.0651259278690065,"dens_both"
8,1388686160.47171,667577156.297563,0.848511929433329,51178772.5813329,0.41104473240613,0.208505019619729,"dens_both"
9,1716988248.94749,813063070.971371,1.55968235618013,62482903.8741957,0.507388654270087,0.249010742276658,"dens_both"
10,1833818769.23788,864384922.220111,1.81821453716345,48103798.3580075,0.391487032763059,0.190843454785547,"dens_both"
11,1867414562.79559,879138430.829077,1.883483940304,42096387.512393,0.34264881144167,0.166957731304434,"dens_both"
12,1876020180.26799,882917767.935156,1.8994292921054,40568074.8517903,0.33021125006518,0.160893987481441,"dens_both"
13,1878150359.56588,883853290.4953,1.90332881029285,40194438.3430859,0.327170090040063,0.159412013339101,"dens_both"
14,1878673176.35101,884082899.298275,1.90428303943042,40103075.8116462,0.326426434858904,0.159049660462937,"dens_both"
15,1878801175.34066,884139113.463061,1.90451648898285,40080729.1635661,0.326244540590231,0.158961032752165,"dens_both"
16,1878832500.41106,884152870.703496,1.90457361050783,40075261.5940547,0.326200036317255,0.158939348229308,"dens_both"
17,1878840194.08172,884156249.584332,1.90458763937836,40073918.7943189,0.326189106350873,0.158934022655204,"dens_both"
18,1878842053.77383,884157066.317767,1.90459103036088,40073594.2211784,0.326186464427596,0.158932735391063,"dens_both"
19,1878842513.37523,884157268.163991,1.90459186840074,40073514.0069598,0.326185811509068,0.158932417259743,"dens_both"
20,1878842626.49203,884157317.842254,1.90459207465843,40073494.2647048,0.326185650813317,0.158932338961536,"dens_both"
21,1878842654.67224,884157330.218346,1.90459212604235,40073489.3464187,0.326185610780013,0.158932319455508,"dens_both"
22,1878842663.32167,884157334.016974,1.90459214181376,40073487.8368358,0.326185598492483,0.158932313468469,"dens_both"
23,1878842665.06362,884157334.781999,1.90459214499004,40073487.5328134,0.326185596017836,0.15893231226271,"dens_both"
24,1878842664.77444,884157334.654998,1.90459214446275,40073487.5832837,0.326185596428649,0.158932312462876,"dens_both"
25,1878842664.23251,884157334.416994,1.90459214347459,40073487.6778669,0.326185597198526,0.158932312837995,"dens_both"
26,1878842664.00742,884157334.318139,1.90459214306415,40073487.7171524,0.326185597518298,0.158932312993802,"dens_both"
27,1878842663.91392,884157334.277078,1.90459214289368,40073487.7334699,0.326185597651116,0.158932313058518,"dens_both"
28,1878842663.87509,884157334.260024,1.90459214282287,40073487.7402474,0.326185597706283,0.158932313085398,"dens_both"
29,1878842663.85896,884157334.25294,1.90459214279346,40073487.7430624,0.326185597729197,0.158932313096562,"dens_both"
30,1878842663.85226,884157334.249998,1.90459214278124,40073487.7442317,0.326185597738714,0.158932313101199,"dens_both"
