"time","Be","Bt","Bet","Pl","Pe","Pt","model"
0,17167,16278,0,179167,0,0,"dens_burst"
1,85791.0704270169,73902.2197758712,9.71095113096702e-13,179199.982020586,2.53244941737385e-07,2.35735538456005e-07,"dens_burst"
2,428659.227676104,335460.195394817,1.31190890325845e-10,179511.133320585,2.64778572759747e-06,2.30397465432781e-06,"dens_burst"
3,2139991.41388497,1521515.53108821,4.15792337477548e-09,181001.33877778,1.46240629920514e-05,1.17013407056939e-05,"dens_burst"
4,10639959.6614919,6874570.0862231,1.02479533564445e-07,188176.829506264,7.46966770057451e-05,5.45226170162574e-05,"dens_burst"
5,51889521.9715041,30501902.5553448,2.34079960822366e-06,223296.430765324,0.000380005939601699,0.000252217884435107,"dens_burst"
6,232205414.257963,124821461.663846,4.96984394496856e-05,405269.716761579,0.0020131149641359,0.00121289200678972,"dens_burst"
7,769348740.783786,385031667.996534,0.000847788780184019,1457243.0418428,0.0116608863582921,0.00638793229988459,"dens_burst"
8,1447267660.50171,697483531.217463,0.00856900991054455,6741111.06088634,0.0608109312304843,0.0309059725538041,"dens_burst"
9,1764444392.72616,840244245.338813,0.042231150616197,19405232.9654108,0.179721095217454,0.0878758883006126,"dens_burst"
10,1846138410.81626,876559979.763116,0.112183384725603,31076309.9503538,0.289937796645759,0.13964994730473,"dens_burst"
11,1862900310.9776,883747135.941056,0.20581179546554,37662846.0976838,0.352416196179257,0.168627772916367,"dens_burst"
12,1865794331.5383,884696499.599767,0.313520935808636,42549597.7101883,0.398767376521076,0.190106109973731,"dens_burst"
13,1865839079.01428,884332849.512752,0.434087087380781,47765166.0734827,0.448073944693265,0.213123210756295,"dens_burst"
14,1865183594.75484,883608690.707616,0.569627561368051,54111800.5737424,0.507921292644255,0.241223129889094,"dens_burst"
15,1864184443.85471,882671187.202425,0.723874643140533,62202580.8224296,0.584110462183605,0.277107476123479,"dens_burst"
16,1862813256.98147,881490069.084979,0.90230290308099,72875564.5073294,0.684550446986793,0.324480232795095,"dens_burst"
17,1860902912.51306,879964457.91924,1.11307186068934,87514673.3326931,0.822281255139296,0.389469626942573,"dens_burst"
18,1858133102.24126,877910153.837256,1.36895606085881,108620009.869602,1.0208470301046,0.48315308723751,"dens_burst"
19,1853884474.71986,874981520.037014,1.69133631013789,141148988.868082,1.3269301283457,0.627494031537907,"dens_burst"
20,1846832767.40163,870460381.168572,2.11933161433687,196207438.303624,1.84512841714939,0.871674331462786,"dens_burst"
21,1833689726.22139,862614355.780162,2.73386092612814,303339749.301765,2.8537890340131,1.34643797837103,"dens_burst"
22,1804254622.44753,846228034.986614,3.73457681088199,564495112.179219,5.3138834722172,2.50246656445969,"dens_burst"
23,1713216896.84833,798879781.244732,5.75569765896848,1524933001.6871,14.369278859768,6.74589828457041,"dens_burst"
24,1200820686.69368,550082516.811682,10.6975834159258,10016024684.0673,94.5839103599651,44.1042528148159,"dens_burst"
25,206641.895675893,87874.8320397843,0.0182880273734689,170663569874.48,1621.46151498531,741.653407975372,"dens_burst"
26,-7.81420073439443e-09,-3.19664428052153e-09,-1.55795574522713e-15,257331548290.436,2452.13269794747,1111.0414747224,"dens_burst"
27,-3.03557520344487e-12,-1.23630676858356e-12,-6.4930246439832e-19,257331551910.882,2452.13273338221,1111.04148941864,"dens_burst"
28,-1.21640459354822e-14,-4.93225768046705e-15,-2.77109458177361e-21,257331551910.882,2452.13273338221,1111.04148941864,"dens_burst"
29,-4.87433550254671e-17,-1.96772918341184e-17,-1.1775715073354e-23,257331551910.882,2452.13273338221,1111.04148941864,"dens_burst"
30,-1.95322205398255e-19,-7.85043400846997e-20,-4.9851283754945e-26,257331551910.882,2452.13273338221,1111.04148941864,"dens_burst"
