"time","Be","Bt","Bet","Pl","Pe","Pt","model"
0,15389,11389,0,1433,0,0,"dens_beta"
1,76908.0646302676,51707.7432403468,1.40160590390574e-12,1433.57404744016,1.77140107481929e-08,1.28648580228409e-08,"dens_beta"
2,384300.104473671,234728.857428756,1.73447038969067e-10,1440.22704067711,1.77165244054352e-07,1.20203668845308e-07,"dens_beta"
3,1918968.61424539,1064863.85498371,5.43545839500367e-09,1472.28610945964,9.74081314387753e-07,6.07455274691283e-07,"dens_beta"
4,9550206.17191775,4815661.08168947,1.33216312191178e-07,1627.96961590923,4.95750548014268e-06,2.8175964853582e-06,"dens_beta"
5,46776226.2082397,21453538.8744671,2.99788183508757e-06,2404.27551021973,2.48930199912593e-05,1.28162804130231e-05,"dens_beta"
6,213104625.405242,89283911.7991867,5.99483341200824e-05,6618.05699882379,0.000126616293958626,5.84709544666462e-05,"dens_beta"
7,744044035.786645,289320722.232409,0.00084225167185371,32478.8794181882,0.00070482833172957,0.000292420130687659,"dens_beta"
8,1497360375.06955,558446778.719797,0.0051559386821263,155925.286497447,0.00346076561748893,0.00133780151610359,"dens_beta"
9,1886557420.32515,693960431.210266,0.0109616983538786,311240.294352944,0.00696372157502276,0.00261485289733194,"dens_beta"
10,1992767719.85277,730635690.6589,0.0131179923838299,304734.728176419,0.00682877283663098,0.0025495983863113,"dens_beta"
11,2016092071.5952,738673960.41329,0.0135787895972452,285822.308426145,0.00640572337444058,0.00239060864067887,"dens_beta"
12,2020954623.54502,740349043.699384,0.0136723749151101,280848.778881126,0.00629429293654611,0.0023489761067976,"dens_beta"
13,2021956891.89353,740694281.832012,0.0136915382750573,279784.088309606,0.00627043287905359,0.00234006975213368,"dens_beta"
14,2022163015.41815,740765281.218427,0.0136954738306905,279563.526096872,0.00626548976945868,0.00233822494353238,"dens_beta"
15,2022205368.20074,740779869.609349,0.0136962822446103,279518.13934205,0.00626447257836371,0.00233784533335178,"dens_beta"
16,2022214115.54972,740782882.626276,0.0136964492007338,279508.76253903,0.00626426242851342,0.00233776690715208,"dens_beta"
17,2022215874.00781,740783488.32558,0.0136964827631088,279506.877430602,0.00626422018006138,0.00233775114039968,"dens_beta"
18,2022216248.02926,740783617.156927,0.0136964899017581,279506.476465258,0.00626421119375247,0.002337747786789,"dens_beta"
19,2022216326.92091,740783644.331086,0.0136964914074995,279506.391890139,0.00626420929828154,0.00233774707941613,"dens_beta"
20,2022216343.99574,740783650.212496,0.0136964917333929,279506.373585204,0.00626420888803709,0.00233774692631655,"dens_beta"
21,2022216347.47885,740783651.412248,0.0136964917998721,279506.369851171,0.00626420880435112,0.0023377468950857,"dens_beta"
22,2022216348.02752,740783651.601238,0.0136964918103442,279506.369262969,0.00626420879116853,0.00233774689016607,"dens_beta"
23,2022216348.20777,740783651.663323,0.0136964918137844,279506.369069738,0.00626420878683789,0.00233774688854992,"dens_beta"
24,2022216348.26585,740783651.683329,0.013696491814893,279506.369007472,0.00626420878544241,0.00233774688802913,"dens_beta"
25,2022216348.28456,740783651.689776,0.0136964918152502,279506.368987408,0.00626420878499274,0.00233774688786132,"dens_beta"
26,2022216348.2906,740783651.691853,0.0136964918153653,279506.368980943,0.00626420878484783,0.00233774688780724,"dens_beta"
27,2022216348.29254,740783651.692523,0.0136964918154024,279506.368978859,0.00626420878480114,0.00233774688778982,"dens_beta"
28,2022216348.29316,740783651.692738,0.0136964918154143,279506.368978188,0.00626420878478609,0.0023377468877842,"dens_beta"
29,2022216348.29337,740783651.692808,0.0136964918154182,279506.368977972,0.00626420878478125,0.00233774688778239,"dens_beta"
30,2022216348.29343,740783651.69283,0.0136964918154194,279506.368977902,0.00626420878477969,0.00233774688778181,"dens_beta"
