"time","Be","Bt","Bet","Pl","Pe","Pt","model"
0,15389,11389,0,1433,0,0,"freq_both"
1,76907.2294204179,51707.2116331475,0,1433.35841637047,0,0,"freq_both"
2,384291.965700399,234724.121603632,0,1448.39699276666,0,0,"freq_both"
3,1918903.94900685,1064830.0268726,0,1520.88131305203,0,0,"freq_both"
4,9549760.01452618,4815449.05575352,0,1874.73613048589,0,0,"freq_both"
5,46773173.2927453,21452216.8541117,0,3685.27548403795,0,0,"freq_both"
6,213083709.394026,89275613.7138304,0,14470.394393872,0,0,"freq_both"
7,743952841.613172,289287146.734015,0,83930.9055506756,0,0,"freq_both"
8,1497253304.57532,558409925.88044,0.0244128527866308,304236.326586034,0.035889747985126,0.0143112998924165,"freq_both"
9,1886521660.6559,693950078.076064,0.0502820052840621,379459.721492683,0.0451907437621787,0.0174378980821499,"freq_both"
10,1992759345.97941,730635116.316722,0.0607013868943327,306660.16140875,0.0365706172669829,0.0140435428743833,"freq_both"
11,2016088893.51295,738675209.182368,0.0630605611222513,281906.823353185,0.0336206162787301,0.0129080411079096,"freq_both"
12,2020952317.01953,740350596.295918,0.0635512203600516,276549.381808441,0.0329817458609026,0.0126626679084376,"freq_both"
13,2021954988.39205,740695973.825803,0.0636522922434763,275440.254458161,0.0328494720605267,0.0126118805222142,"freq_both"
14,2022161242.41469,740767018.277098,0.0636730743448138,275211.942237865,0.0328222432665284,0.0126014264366271,"freq_both"
15,2022203618.38874,740781614.67965,0.0636773084082927,275165.02779646,0.0328166481752003,0.0125992783099234,"freq_both"
16,2022212363.8016,740784627.034491,0.0636781925379964,275155.345478555,0.0328154934457317,0.0125988349749832,"freq_both"
17,2022214141.28453,740785239.287858,0.0636783242689263,275153.377560683,0.032815258748515,0.0125987448677939,"freq_both"
18,2022214507.13459,740785365.304778,0.0636783346141401,275152.97251388,0.0328152104419462,0.0125987263214782,"freq_both"
19,2022214582.44995,740785391.247126,0.0636783367438472,275152.889129293,0.0328152004973589,0.012598722503458,"freq_both"
20,2022214599.61748,740785397.160477,0.0636783372292969,275152.870122444,0.0328151982305698,0.0125987216331709,"freq_both"
21,2022214602.59301,740785398.185394,0.0636783373134363,275152.866828129,0.0328151978376842,0.0125987214823306,"freq_both"
22,2022214602.14843,740785398.032261,0.0636783373008651,275152.867320331,0.0328151978963851,0.0125987215048676,"freq_both"
23,2022214602.02179,740785397.988639,0.0636783372972839,275152.867460545,0.0328151979131072,0.0125987215112877,"freq_both"
24,2022214601.98331,740785397.975384,0.0636783372961958,275152.867503148,0.0328151979181882,0.0125987215132384,"freq_both"
25,2022214601.97171,740785397.971391,0.063678337295868,275152.867515984,0.032815197919719,0.0125987215138261,"freq_both"
26,2022214601.96819,740785397.970177,0.0636783372957683,275152.867519884,0.0328151979201841,0.0125987215140047,"freq_both"
27,2022214601.96713,740785397.969812,0.0636783372957383,275152.867521059,0.0328151979203243,0.0125987215140585,"freq_both"
28,2022214601.96681,740785397.9697,0.0636783372957292,275152.867521416,0.0328151979203669,0.0125987215140749,"freq_both"
29,2022214601.96671,740785397.969667,0.0636783372957265,275152.867521524,0.0328151979203797,0.0125987215140798,"freq_both"
30,2022214601.96668,740785397.969657,0.0636783372957256,275152.867521557,0.0328151979203836,0.0125987215140813,"freq_both"
