"beta","L","gamma","alpha","tau","log.density"
7186333325.1305,82.8771849465673,10.5383494746529,80613572.3015509,0.38931054234009,-1596.68438419977
7174887554.62599,82.7870546500768,10.52678036287,80585726.8625056,0.3893395554831,-1596.71646676725
7184234567.09562,83.0410207226093,10.5258333330301,80725680.65017,0.390294947178354,-1596.67578405865
7184234567.09562,83.0410207226093,10.5258333330301,80725680.65017,0.390294947178354,-1596.67578405865
7182428902.69944,83.1492383611818,10.4927649616827,80650505.3289132,0.391067743085897,-1596.60746711235
7184908883.15508,83.2237865323252,10.496914622406,80787847.686797,0.391173920328511,-1596.37199416514
7184908883.15508,83.2237865323252,10.496914622406,80787847.686797,0.391173920328511,-1596.37199416514
7203584119.69064,83.2784950582111,10.4969941655339,80574981.0787474,0.390362600330017,-1596.76778163867
7203442230.59669,83.261145694932,10.5024378869161,80501486.6690809,0.390232447365851,-1596.67495320815
7192839722.51702,83.0227093375458,10.4569093433842,80350403.293961,0.388947034371514,-1596.16493262205
7169283686.76476,82.5691801880193,10.4684982863255,80433878.648891,0.387740483510874,-1596.40737329675
7141904919.71184,82.3179500133751,10.4649431530321,80434120.684436,0.388575593194968,-1596.14798148573
7149676959.14382,82.4451913668588,10.4728654348973,80242608.0728749,0.388516064779965,-1595.96920757385
7115411975.49288,82.0167461019751,10.4385789411562,80316814.9532244,0.38779072500224,-1595.95142202561
7114645955.50996,81.8489647755426,10.4570091867533,80233691.7256513,0.387241844867058,-1595.38462944016
7114645955.50996,81.8489647755426,10.4570091867533,80233691.7256513,0.387241844867058,-1595.38462944016
7122026091.78038,81.9234326354062,10.4293332124605,80164275.7159108,0.38718059744891,-1595.83680127361
7110847313.79485,81.9549499885458,10.4193606703146,80033182.0474068,0.387521621461984,-1595.92887035646
7110847313.79485,81.9549499885458,10.4193606703146,80033182.0474068,0.387521621461984,-1595.92887035646
7105487553.85979,82.0383095514691,10.4350145667349,79983324.5165849,0.389051896950486,-1595.53079605011
7100766320.28687,81.8596203459186,10.4722838666023,79892867.9670237,0.388367721714088,-1595.60802790115
7103028184.95148,81.9504111555559,10.4777766714655,79775057.8796468,0.389251163260655,-1596.34531037715
7103028184.95148,81.9504111555559,10.4777766714655,79775057.8796468,0.389251163260655,-1596.34531037715
7112605843.73741,82.0663821206133,10.4210515605602,79765010.9291149,0.388873702568498,-1597.05851969306
7110138475.78918,81.8137883659799,10.4573314236603,80150070.0854836,0.38778340754952,-1596.70084683439
7102636095.17123,81.8426981249178,10.4543808492533,80080358.6103055,0.388027284478744,-1595.33992480399
7092851508.56853,81.7919943874878,10.4564045554137,80005778.6926109,0.388198105502637,-1595.92571161622
7085697961.18289,81.5422395666162,10.4441017100156,79931255.5499115,0.38692316098929,-1596.348016898
7085067492.7835,81.3591239301365,10.4826752220121,80057878.272967,0.386790708118298,-1595.76124533273
7105349953.8736,81.5663309817726,10.4391630593583,80131419.6481788,0.386130154410574,-1595.39973738508
7110975671.86359,81.5128410611164,10.407928112367,80008447.283675,0.385099700343384,-1595.34740920824
7106330626.74529,81.5362882643405,10.3890827393533,79986678.5724991,0.385070249863727,-1595.06796680498
7119322374.24102,81.4211419393446,10.3763660390396,79965568.1067744,0.383556335215192,-1595.07983273829
7120923596.25753,81.372731806142,10.3995186606608,79972963.4394013,0.383034185436967,-1595.43083020811
7114950850.3204,81.121183538552,10.4165252296656,80145453.2745167,0.382227231431193,-1595.07360270856
7114950850.3204,81.121183538552,10.4165252296656,80145453.2745167,0.382227231431193,-1595.07360270856
7114950850.3204,81.121183538552,10.4165252296656,80145453.2745167,0.382227231431193,-1595.07360270856
7115543341.84136,81.1298882401483,10.4129315715515,80318867.6323337,0.382084783000869,-1595.18161732614
7115257970.08544,81.0777972695294,10.3884161523221,80698843.3990753,0.381624281664687,-1594.72208651814
7115257970.08544,81.0777972695294,10.3884161523221,80698843.3990753,0.381624281664687,-1594.72208651814
7125599655.68944,81.1759603367344,10.3995444473959,80799050.8927443,0.381695240170279,-1594.83261732312
7125599655.68944,81.1759603367344,10.3995444473959,80799050.8927443,0.381695240170279,-1594.83261732312
7129584456.02242,81.1864532755383,10.4072538042539,80808745.5169578,0.38136556416001,-1595.13648625951
7125396912.3582,81.2196336076212,10.386162911425,80957591.6595858,0.382085777119399,-1595.25920077326
7122583197.2865,81.2184612195165,10.3491706264578,81176398.3179053,0.381166542835344,-1596.3599719901
7125899133.86689,81.1105535388793,10.3506354080411,81124503.3562889,0.38094749492227,-1594.78836199539
7139472313.03523,81.1885230287703,10.3393693505704,81262279.7490925,0.380397115745605,-1594.9287563279
7139472313.03523,81.1885230287703,10.3393693505704,81262279.7490925,0.380397115745605,-1594.9287563279
7121575924.69065,81.1313752790991,10.3465043347521,81275176.9030645,0.3812958869831,-1594.5366543481
7114768193.55654,81.1862581766255,10.3551973394224,81319371.3780836,0.381917743377724,-1594.43226356026
7114768193.55654,81.1862581766255,10.3551973394224,81319371.3780836,0.381917743377724,-1594.43226356026
7107346163.76503,81.0522842681751,10.3414884861013,81541413.5011186,0.381462692819408,-1594.21460143061
7107346163.76503,81.0522842681751,10.3414884861013,81541413.5011186,0.381462692819408,-1594.21460143061
7107346163.76503,81.0522842681751,10.3414884861013,81541413.5011186,0.381462692819408,-1594.21460143061
7107346163.76503,81.0522842681751,10.3414884861013,81541413.5011186,0.381462692819408,-1594.21460143061
7109968302.52675,81.1367065211547,10.3187362119895,81660235.2998175,0.381509452201522,-1594.2210804987
7116905373.19335,81.1254852326372,10.3000981616339,81776918.3476449,0.381107029912188,-1594.04129590636
7112047722.11524,81.0091922163062,10.2942306325837,81890896.3111347,0.380468201351472,-1593.67831889785
7112047722.11524,81.0091922163062,10.2942306325837,81890896.3111347,0.380468201351472,-1593.67831889785
7104099569.16347,80.9090748531673,10.3077097692763,81709099.4930581,0.380346451756759,-1594.2037527165
7104099569.16347,80.9090748531673,10.3077097692763,81709099.4930581,0.380346451756759,-1594.2037527165
7114178871.13305,80.9172035659541,10.3012461608685,81809883.5361767,0.380008491765968,-1594.02945228993
7106791557.07765,80.838076055092,10.3031136321966,81694500.2006524,0.379849291030484,-1593.75181779717
7125616785.59634,80.9151397936583,10.3053017667284,81728772.6943077,0.378720016803819,-1594.86425541309
7137054008.98414,80.7435093138769,10.3355914922466,81503323.4046054,0.377137086196486,-1595.23147176558
7131203396.11524,80.6095881125573,10.3248864069836,81328411.6274395,0.377088402215673,-1594.39011346527
7123907053.56437,80.529985995379,10.3345847354054,81203182.9594204,0.377111370407919,-1594.26623272093
7119973652.64814,80.403171631598,10.29521928055,81146922.0175455,0.376125209044689,-1593.95576757589
7120110664.3219,80.388019701434,10.3434376359338,81195474.4058008,0.376573186213426,-1594.30809914503
7121322510.01308,80.5085996550969,10.3181635015034,81355388.4380224,0.377086148498595,-1594.29250810139
7121378970.35074,80.6053037990333,10.3240672646956,81406809.3895581,0.377914132849501,-1594.95558329627
7112983411.77099,80.5794860348431,10.311081107442,81275852.4797472,0.377993753360632,-1594.07415478059
7115674673.09865,80.6069894414855,10.324351118302,81262690.8741029,0.378069525045063,-1594.11667508665
7129251723.69766,80.8117811563524,10.2870870096084,81331146.1562117,0.377987752890065,-1593.91614578177
7111879358.27808,80.6311240006863,10.2687682645071,81175440.8591844,0.377786100736607,-1593.76048986013
7124755875.46617,80.691324271344,10.2640103549268,80925884.8704498,0.377276067987312,-1593.85192460917
7124755875.46617,80.691324271344,10.2640103549268,80925884.8704498,0.377276067987312,-1593.85192460917
7130442392.85193,80.5874254072206,10.2936098722566,80660267.9568483,0.376654541792109,-1594.34667791225
7130442392.85193,80.5874254072206,10.2936098722566,80660267.9568483,0.376654541792109,-1594.34667791225
7119823342.99432,80.6497311712061,10.2496100763126,81136008.3515081,0.377007650162524,-1593.99330852389
7125675285.78744,80.6481202751237,10.2531996268825,81039200.5936044,0.377094058331028,-1594.43810991733
7130661105.38075,80.7586801980535,10.2768956997118,80969369.4429296,0.37745189361355,-1593.97963688839
7126431439.45401,80.714929469162,10.3275552593316,81158173.7983702,0.3779649411023,-1594.21495875211
7119506122.04907,80.5410887395853,10.3236079806574,81109129.9059423,0.377384545020397,-1594.20413337388
7119506122.04907,80.5410887395853,10.3236079806574,81109129.9059423,0.377384545020397,-1594.20413337388
7119506122.04907,80.5410887395853,10.3236079806574,81109129.9059423,0.377384545020397,-1594.20413337388
7117211058.92507,80.5733160153001,10.3361980554798,81169057.5540531,0.377861130286836,-1594.22239570947
7110978477.86217,80.4930205679359,10.3684236200078,81215773.9458485,0.378158037373037,-1594.42346591692
7110978477.86217,80.4930205679359,10.3684236200078,81215773.9458485,0.378158037373037,-1594.42346591692
7092836558.49193,80.3821415577304,10.3790246678201,81183838.6656137,0.378797419451107,-1594.32613699448
7109088489.24978,80.5162873843134,10.3557242893881,81373790.6833653,0.377956464272796,-1594.87829674312
7116020978.44995,80.4528917765857,10.325688108318,81589354.2193336,0.376879557301463,-1594.16283841034
7108944010.99341,80.3727319354965,10.3411566904903,81615390.8689333,0.377033319403039,-1594.22059083828
7108944010.99341,80.3727319354965,10.3411566904903,81615390.8689333,0.377033319403039,-1594.22059083828
7107240471.46846,80.3035667950992,10.3461248599808,81775494.9965627,0.376658747976446,-1594.59039142206
7107240471.46846,80.3035667950992,10.3461248599808,81775494.9965627,0.376658747976446,-1594.59039142206
7120172959.76655,80.4256627744379,10.3295925916115,81599677.0061691,0.37647996523908,-1594.14611353529
7114414047.71172,80.3863784998759,10.3291993448575,81710925.6435442,0.376762416034017,-1593.96794555362
7104025719.97881,80.3944001921673,10.3271877405396,81765671.0581479,0.377535542553242,-1593.85936364852
7104025719.97881,80.3944001921673,10.3271877405396,81765671.0581479,0.377535542553242,-1593.85936364852
7093153955.5411,80.3920705642077,10.316443411014,81760365.4238142,0.378385097482245,-1594.13270645157
7093153955.5411,80.3920705642077,10.316443411014,81760365.4238142,0.378385097482245,-1594.13270645157
7090691411.32087,80.4028658014474,10.3147165610883,81804516.4079134,0.378210337902585,-1593.99543611452
7092300080.34017,80.3604999512377,10.3078135431924,81810795.2557885,0.378238891218611,-1594.40883173339
7093169768.18021,80.5944506186469,10.3541454409859,81588537.7478967,0.379648442968738,-1594.36608925233
7082589111.74229,80.5149288166223,10.3443997491512,81782230.6152902,0.380099056428265,-1593.94694645215
7082589111.74229,80.5149288166223,10.3443997491512,81782230.6152902,0.380099056428265,-1593.94694645215
7071506778.77915,80.2946509018366,10.3549495912473,81885010.054644,0.379274306493193,-1594.26175635751
7082566107.59284,80.3110400205601,10.3638039297004,81939935.3911436,0.37910634472621,-1594.26974580162
7074858687.579,80.4582270547492,10.3908553807401,82384634.6816963,0.380591767141684,-1593.96376085804
7074858687.579,80.4582270547492,10.3908553807401,82384634.6816963,0.380591767141684,-1593.96376085804
7061047942.28323,80.4138469821104,10.3699794333148,82298854.8740029,0.381197823194085,-1593.7288562397
7065387192.12141,80.35917590281,10.37287338005,82409765.4560193,0.38067090430034,-1593.87340375327
7053711723.14342,80.4770801671297,10.3471641359842,82315847.7051644,0.38183147384187,-1593.53619840503
7047902600.51366,80.5863524540747,10.3374178906112,82277335.7749375,0.382833018363487,-1593.46484814919
7047902600.51366,80.5863524540747,10.3374178906112,82277335.7749375,0.382833018363487,-1593.46484814919
7055984325.30115,80.6123475004664,10.3451177125285,81986849.1115435,0.382157431614693,-1594.90835250888
7048185243.77926,80.4568673366279,10.3680958641758,82248890.2173622,0.381868938107794,-1595.74201052828
7065531640.17743,80.3838382111865,10.3924352843134,82513927.2210366,0.380867814372632,-1593.82630618351
7061677573.30011,80.3809375432606,10.3685971895654,82622335.3339088,0.381028042972866,-1593.76651828076
7054710757.78368,80.2710604307273,10.3449885926179,82597343.9754936,0.380211581295689,-1593.93699837265
7076868772.51388,80.380064012083,10.340069368097,82558430.4753344,0.379809675497817,-1594.30785863508
7085827969.80422,80.5444563207685,10.3325293811831,82499791.0605377,0.379942044602751,-1593.67673047751
7103012318.36577,80.7839133496791,10.3511986530767,82125744.9317771,0.380219504266141,-1593.98134928046
7112038111.25177,80.8275938795711,10.3304856101794,82181918.3069963,0.379646454737624,-1593.86720178266
7103747280.86192,80.7784121807315,10.3139060442327,82224769.559805,0.379842372171106,-1593.64475756838
7103747280.86192,80.7784121807315,10.3139060442327,82224769.559805,0.379842372171106,-1593.64475756838
7103149972.74385,80.8314339668042,10.3146541199017,82249909.9770901,0.380321814668049,-1593.72897290508
7112006597.92122,80.8098400149769,10.3265115938611,82266348.1611451,0.379808361068204,-1594.24729964756
7086159679.64691,80.6185180490929,10.3061836957823,82249142.8572283,0.380222126335392,-1593.91116294411
7090573733.60226,80.8311366944485,10.2866580387088,82150839.8937244,0.380387462381926,-1595.18988590827
7090573733.60226,80.8311366944485,10.2866580387088,82150839.8937244,0.380387462381926,-1595.18988590827
7107668566.88405,81.000335526042,10.2559482336,82272574.6348298,0.3807072576437,-1594.3853587037
7107668566.88405,81.000335526042,10.2559482336,82272574.6348298,0.3807072576437,-1594.3853587037
7107668566.88405,81.000335526042,10.2559482336,82272574.6348298,0.3807072576437,-1594.3853587037
7124447740.79999,81.0775184080817,10.2852392117572,82515273.3076094,0.380033736749475,-1593.58934744301
7124447740.79999,81.0775184080817,10.2852392117572,82515273.3076094,0.380033736749475,-1593.58934744301
7148160343.08375,81.3245330931033,10.3011463918774,82601344.1603504,0.379673574104694,-1594.63192656511
7163846204.57249,81.4028705480268,10.3293007851187,82593081.9918229,0.379780080974088,-1594.29209800892
7163846204.57249,81.4028705480268,10.3293007851187,82593081.9918229,0.379780080974088,-1594.29209800892
7163846204.57249,81.4028705480268,10.3293007851187,82593081.9918229,0.379780080974088,-1594.29209800892
7146851600.22129,81.3860186478641,10.2997579225944,82512902.0962712,0.380398902627216,-1593.82508067403
7151782131.34626,81.3407491867776,10.2954765397898,82741221.1291747,0.379486141907432,-1594.45173753496
7162280328.02068,81.4559778483397,10.3411906218332,82609792.3592402,0.380396670344961,-1594.50590475725
7162280328.02068,81.4559778483397,10.3411906218332,82609792.3592402,0.380396670344961,-1594.50590475725
7148513690.17986,81.2427809479428,10.3454733586593,82845697.3912587,0.380178444787389,-1594.69859084731
7157858704.90504,81.493905029371,10.2701129264868,83147712.0624019,0.380316407107589,-1594.26790904019
7157858704.90504,81.493905029371,10.2701129264868,83147712.0624019,0.380316407107589,-1594.26790904019
7153764390.94166,81.5811749393875,10.2708448464252,83178387.5913455,0.38106558503558,-1593.8558455667
7142013636.21097,81.5695085099411,10.243294554007,82904355.4505718,0.381559446214007,-1593.72404440088
7142013636.21097,81.5695085099411,10.243294554007,82904355.4505718,0.381559446214007,-1593.72404440088
7142013636.21097,81.5695085099411,10.243294554007,82904355.4505718,0.381559446214007,-1593.72404440088
7129654570.16684,81.5716046990006,10.256633620789,82900771.1442745,0.382167362277956,-1593.69178575586
7144260805.4616,81.7388480900435,10.2547905088142,83142824.2710337,0.382579410077038,-1593.77977405942
7144260805.4616,81.7388480900435,10.2547905088142,83142824.2710337,0.382579410077038,-1593.77977405942
7144260805.4616,81.7388480900435,10.2547905088142,83142824.2710337,0.382579410077038,-1593.77977405942
7134714300.33656,81.6743241306931,10.2745446067576,83224717.9855074,0.38289336844257,-1593.43153350085
7144125463.6425,81.7309172892196,10.2586649824263,83193342.1446372,0.382324474611712,-1593.3895617824
7143114638.50735,81.6901461756813,10.2582510617678,83211003.202589,0.381622766386858,-1596.29879651826
7130018482.27731,81.3353080904155,10.2768350155486,83139145.9541548,0.381375713889476,-1594.10709460781
7148481638.22972,81.4581708530446,10.3073825612367,82839356.9896273,0.381725144153749,-1599.40654813453
7149616708.432,81.4785394141873,10.2968070328709,83099594.7284805,0.381103227894368,-1594.48581530208
7145173567.78425,81.3071520350189,10.3310174511805,83022765.091913,0.380298710956223,-1593.96310032116
