"beta","L","gamma","alpha","tau","log.density"
6598632552.94784,76.9846027021632,10.0367007640401,110169562.102247,0.389672895540223,-1584.98192786975
6593584826.32647,76.9430209373849,10.0378901405124,110075785.961882,0.389972260225678,-1585.69355807894
6593584826.32647,76.9430209373849,10.0378901405124,110075785.961882,0.389972260225678,-1585.69355807894
6584335648.92454,77.0060309661759,10.0404788975192,110024804.932256,0.390752598036107,-1584.90021720003
6586832034.1411,77.055665665345,10.0519270270714,109556838.529619,0.391377219896511,-1585.79663604326
6573989786.11065,76.9797348982386,10.0608955520238,109598515.013048,0.391536142025173,-1585.11404860356
6573989786.11065,76.9797348982386,10.0608955520238,109598515.013048,0.391536142025173,-1585.11404860356
6570621874.99423,76.9256388588185,10.0636493037587,109599063.319611,0.391764531550716,-1585.31340937033
6558802319.5078,76.9573410931748,10.0669661644413,109656039.068047,0.392630266829205,-1585.13317927221
6553978038.68109,76.9510770736637,10.0404569162695,109570682.277851,0.393010779304988,-1585.44639161691
6557734568.64934,76.9632911357081,10.0466371650915,109434546.780045,0.39267748676205,-1584.9997967697
6557734568.64934,76.9632911357081,10.0466371650915,109434546.780045,0.39267748676205,-1584.9997967697
6566238484.73427,77.1079080063893,10.0530348224125,109373447.437086,0.39319583980185,-1585.36639238567
6563605035.33725,77.1597576290679,10.0611195967174,109365648.880729,0.393554204457486,-1585.19979296225
6563605035.33725,77.1597576290679,10.0611195967174,109365648.880729,0.393554204457486,-1585.19979296225
6570760339.05865,77.1064382515988,10.0438528292501,109475639.736495,0.392702756334302,-1585.19497457489
6571387838.25903,77.1232072624186,10.0350579855474,109337986.777082,0.39291464655683,-1586.32240503027
6578736575.32391,77.2824709647146,10.0173674375378,109198805.962279,0.3923769773303,-1586.84705283257
6579703762.55144,77.3013082738011,10.0099204580332,109276627.595298,0.392652517402212,-1585.07808913518
6582751028.96591,77.2958611928289,10.0104495688446,109186501.89168,0.392674806724772,-1585.13279843995
6584454297.83169,77.3761398648462,10.0286554143008,109222642.874288,0.392958687856239,-1585.27833724046
6602757037.56773,77.5940928081549,10.0541721604094,109254176.40963,0.393518811724492,-1585.28997359808
6607516979.71167,77.6333456040376,10.0538861937987,109239330.762687,0.39353012675856,-1585.57006560239
6607516979.71167,77.6333456040376,10.0538861937987,109239330.762687,0.39353012675856,-1585.57006560239
6612352852.28865,77.6355947050957,10.0407338619723,109375854.541863,0.392581336103578,-1585.84406904279
6622418528.48682,77.6758317559472,10.0511308814662,109298345.300988,0.392390006905128,-1585.30235252455
6638042187.54131,77.8049102812487,10.050146102349,109349336.787233,0.392079759794952,-1585.33177829127
6642128765.80279,77.7360405256209,10.0619191403153,109229229.686457,0.39164817240736,-1585.625435833
6637697777.23633,77.7294607516824,10.0481551507944,109173611.11775,0.391348592171726,-1585.97472538363
6643753914.94771,77.7125343997022,10.0561996176316,109042855.612179,0.391144000743951,-1585.32778773521
6645156397.73425,77.7121700280942,10.0486742062532,109059928.075732,0.390759194962181,-1585.60363488017
6642702952.34812,77.7150984158514,10.0286288037225,108924757.197825,0.390463286864955,-1587.31987652258
6654121582.67932,77.7219589870019,10.0334109523941,109020635.016527,0.390387044915391,-1585.67467664171
6643593223.9586,77.6882269488989,10.0273671657725,108971288.742812,0.390626149224501,-1585.16786582005
6634759483.64157,77.6095713864054,10.0205834081358,109041743.641178,0.390773265828228,-1585.07973809305
6637418212.27092,77.6642362813596,10.0231328780601,109053718.63458,0.390882346027627,-1585.1346668048
6642400117.98919,77.7612714632938,10.0169885785061,108987471.514064,0.39099695841211,-1585.2811192105
6651850577.69006,77.7126198358429,10.0188177540046,109293827.542823,0.390358624805123,-1585.65692208909
6650436906.26064,77.6920434480409,10.0206938686656,109280932.813195,0.390458994493783,-1586.20328671611
6648803107.36022,77.7843865009943,10.0270113292963,109263355.288762,0.390754890084412,-1585.39158217073
6645809052.73803,77.7537216021039,10.005253174638,109180408.473345,0.390500341369063,-1585.37876328612
6639053118.80316,77.5828177754331,10.0067049382533,109185941.359678,0.389910735190597,-1585.26697742577
6646035685.33331,77.5945502812926,10.0053517385865,108815333.275827,0.389458688751985,-1585.24051336728
6644138579.19061,77.5915551890876,10.0205140085626,108663612.682221,0.38994726327251,-1585.09898839474
6647059535.11496,77.5890238738936,10.0085717931691,108665944.773296,0.389905744246484,-1586.16990446515
6644099285.63736,77.5411922904654,10.0063954490018,108763317.534565,0.389835199600551,-1586.40766478941
6644099285.63736,77.5411922904654,10.0063954490018,108763317.534565,0.389835199600551,-1586.40766478941
6647446725.99281,77.5861368262713,10.0011565004508,108714921.648217,0.389906850179382,-1587.04639198899
6658421413.59654,77.684209049183,10.0106580768528,108793011.46535,0.389896217867582,-1587.7086944718
6655305110.28578,77.6974167316594,10.0042734277889,108743869.703003,0.389782301095926,-1585.3928059717
6667508158.08441,77.7736758739448,10.0160941712709,108848838.92218,0.389103075392503,-1585.50166806816
6666683943.56395,77.6592868730952,10.0078996729319,108806134.508356,0.388561357655665,-1585.06395027274
6667339370.48143,77.669634897618,10.00468554528,108894622.738685,0.388636410493196,-1585.20216324363
6671351547.85863,77.5663081002551,10.0150062533025,108695320.586162,0.387932760632764,-1585.88346538212
6671351547.85863,77.5663081002551,10.0150062533025,108695320.586162,0.387932760632764,-1585.88346538212
6665149217.07444,77.4728393310117,10.0101030034504,108749020.99252,0.387423343114654,-1584.97697789165
6669570010.68751,77.5302206604838,10.0185351281021,108763838.735602,0.387443753218846,-1585.18948962398
6670229913.52666,77.4681577519056,10.0320326292629,108730734.032142,0.387382031841667,-1585.26630506979
6662883206.58046,77.3873013289886,10.0154243179196,108796964.199964,0.38719819370953,-1585.07389374989
6659134524.23084,77.3786957883063,10.0090573963043,108758501.261768,0.387075313809951,-1585.19868201722
6663169562.74172,77.3837761996076,10.0331111591243,109020606.778206,0.387190761348168,-1585.08219137223
6671740809.21218,77.2700880886779,10.0234825924623,109009307.385674,0.385813768733704,-1585.02581539289
6668286311.53535,77.2572830725234,10.0312259318617,109143907.704286,0.385907855756418,-1585.06375962696
6676046938.52362,77.3811441658424,10.047256402083,109412804.699313,0.385911600173247,-1587.60918159198
6667424980.59484,77.2970375897621,10.0370182415786,109317913.349829,0.386166849832256,-1585.49876054133
6684301050.89425,77.4717162825761,10.0666504607032,109468959.254555,0.386352456769091,-1585.91035031687
6686238490.95842,77.4699257118013,10.0605467316075,109499866.585694,0.386747745872383,-1586.52168547565
6684822222.2978,77.5045482583472,10.0746784461931,109604829.295257,0.387019061551391,-1585.62087791371
6689071988.96098,77.7962545711787,10.0562055955683,109656300.71286,0.388570227965283,-1586.25194962302
6683771860.57553,77.7443710173246,10.068959140883,109771158.914612,0.388591941744515,-1585.62946445703
6684895410.70331,77.6973504692625,10.0898954876254,109967926.719692,0.388206393111255,-1585.64129795649
6690728156.84581,77.6798476461257,10.0917825136556,109956830.19074,0.387659329326252,-1585.70009096236
6678183675.243,77.5279197873315,10.0985587592629,109947579.770937,0.387886544453246,-1585.6483161358
6678183675.243,77.5279197873315,10.0985587592629,109947579.770937,0.387886544453246,-1585.6483161358
6684902801.18715,77.6080596173161,10.1090454100352,109992378.39216,0.387662753889977,-1586.26995928264
6684902801.18715,77.6080596173161,10.1090454100352,109992378.39216,0.387662753889977,-1586.26995928264
6684228042.83995,77.6068569094445,10.1236492671808,110034132.868193,0.387913779155535,-1586.14431708296
6672194129.18221,77.545134735524,10.1400611518395,109986808.113333,0.388521412033768,-1586.51363344436
6682192143.65776,77.6040176000607,10.1313086284067,110214415.135166,0.388440706147228,-1585.91642877276
6682632430.65573,77.6536287100797,10.1166481991219,110332501.589046,0.388139292626764,-1586.77236537199
6684839849.96901,77.5324094624873,10.1039351316618,110405084.001057,0.387582400766846,-1586.03131571752
6694429280.25132,77.7212448571666,10.1092775242375,110130815.64278,0.388196680285945,-1586.31648567553
6699513012.36644,77.7291493803369,10.1104221451011,109970454.558279,0.387305594311948,-1586.78449999369
6698090882.51737,77.6712810812097,10.1183838256059,109880811.393958,0.387789314221877,-1586.86411311413
6701159874.56535,77.8770712700392,10.1006317265884,110085475.696688,0.388373059233426,-1585.80605262018
6691375115.95893,77.843210011881,10.0874972455704,109981015.510341,0.388696390104549,-1585.65331034396
6694727272.27486,77.8570634675758,10.0854780731977,109889874.895565,0.388692458219689,-1585.84136978282
6694727272.27486,77.8570634675758,10.0854780731977,109889874.895565,0.388692458219689,-1585.84136978282
6694727272.27486,77.8570634675758,10.0854780731977,109889874.895565,0.388692458219689,-1585.84136978282
6699892621.0885,77.9792597044804,10.073662666152,109667350.652292,0.388991438888675,-1585.87335748559
6705862683.63356,78.0249642310969,10.0756824463419,109596885.260172,0.389162938165952,-1587.43556687489
6695765936.59577,78.0724905964795,10.0766428258339,109684221.114282,0.389420779555827,-1587.07973453209
6696722849.9039,78.0310040084198,10.0800892938101,109792401.506547,0.389690449767398,-1586.07707859798
6706271052.30389,78.0761812407354,10.0921261691805,109933481.504949,0.389403941843176,-1586.23094914296
6704926239.4503,78.0361470886607,10.0831170291364,110082370.502008,0.389188540541728,-1586.32044849926
6703094785.14776,78.0914255781939,10.0977852010718,110020421.762805,0.390070942293412,-1587.75448672065
6697806808.28294,78.1100244570741,10.1276204163293,109910017.518977,0.390198176670123,-1586.66455203693
6697844693.59547,78.0805101618256,10.1095954299749,110011773.699056,0.389953834153202,-1586.04861471102
6698023583.22755,78.0205125857538,10.1082146713081,110046308.160303,0.389605675118129,-1585.93208648798
6695424520.68403,78.0043442927494,10.104676915003,110060615.655636,0.389286931646167,-1587.38409961831
6703433006.46681,78.0010054765452,10.1198935934915,110175240.257278,0.388752007731229,-1588.1981923863
6707108584.90511,78.0953237870393,10.0925410119164,110166582.402108,0.389245885725173,-1585.9001497184
6703765829.68438,78.1547539107063,10.1047336577428,110204201.708082,0.39012201393853,-1586.03037175467
6706183248.70114,78.2772171156254,10.1049763761806,110269363.130233,0.390647246876493,-1586.06576986719
6706500468.83931,78.2350710005705,10.1036169412435,110312708.781416,0.390092958946108,-1586.65177305763
6712739199.65781,78.2069565267637,10.1108910234977,110342570.842529,0.390157840400121,-1587.34265110871
6701910978.48951,78.1519560027864,10.1346604560327,110484236.768421,0.390523364395983,-1586.20471859506
6690838873.92996,77.996181272011,10.1397178277046,110327755.266837,0.390472861215892,-1586.22622891863
6688704945.69626,77.8836094852375,10.1522646839393,110208761.828065,0.390206500145793,-1586.86880527834
6688704945.69626,77.8836094852375,10.1522646839393,110208761.828065,0.390206500145793,-1586.86880527834
6691937477.67002,77.9545412589139,10.1500191644684,110252629.295796,0.38981545236535,-1586.97173526568
6700015421.88234,78.0039718580699,10.1529065309068,110291719.102626,0.389638170326615,-1586.68468337152
6688655464.02379,78.0068212443844,10.1414776449977,110307412.490637,0.390735463695637,-1586.24412313632
6686451889.94104,78.0241123220416,10.1477287701808,110251491.312805,0.390786900117141,-1586.41774236917
6691940792.67112,78.1306119003698,10.1536219892235,110185301.669452,0.391266179989734,-1586.2867186011
6686586850.24909,78.2726258330926,10.1511432412333,110136431.273298,0.392317486461437,-1587.13485826838
6698931640.25573,78.3766125093459,10.1764205768807,109899066.63257,0.392590423800704,-1586.61297289966
6698747623.05373,78.3694602439148,10.1858240895435,109805108.219823,0.392815364298635,-1586.76062000962
6699054696.04742,78.3625349114479,10.1904096089297,109761506.22368,0.393078318115627,-1587.96570792805
6695189470.78486,78.3851104559152,10.1791797998681,109638735.273644,0.39308863787086,-1586.6621299457
6703689899.73653,78.4844216578054,10.1782799614234,109727450.972956,0.392871541821839,-1586.83882530184
6709617938.04786,78.4987684925136,10.1688747321417,109746499.558889,0.392585728717733,-1586.66749984824
6709617938.04786,78.4987684925136,10.1688747321417,109746499.558889,0.392585728717733,-1586.66749984824
6688416900.57927,78.4388688403318,10.1393276562121,109607733.353463,0.393247932624117,-1586.64836777046
6696208847.28542,78.5353373361655,10.1343426685922,109413855.232997,0.393467809107081,-1586.38295107576
6687685579.7299,78.41290341352,10.1419007765172,109374568.413735,0.393174212215319,-1586.6051265347
6701140013.79896,78.3443503944181,10.1554476525377,109495510.581486,0.392009067412215,-1586.43895071061
6711030997.43262,78.3778658345094,10.160426838323,109584609.47918,0.391547238385879,-1586.53678757155
6702165082.56217,78.2239463449531,10.1553406217963,109506960.162951,0.391379795499781,-1586.77023545611
6690593289.17931,78.0821697258881,10.1605024916513,109597443.432422,0.390581035804835,-1589.63071886069
6700549514.70991,78.1278866242302,10.1564843908837,109684979.993893,0.390805310691681,-1586.49181983436
6692825698.8322,78.0427303897458,10.162910272682,109654961.602367,0.39060364394367,-1586.52275832044
6699991133.46368,78.1075590521045,10.1679355886698,109678354.303112,0.390603114715476,-1586.47643524631
6695830059.79778,78.1503584555517,10.1792128870719,109795172.97339,0.391333379905186,-1586.54546537546
6694939413.51038,78.0851962906291,10.1583998468078,109850257.187756,0.391021834638118,-1586.60287687354
6716391441.10588,78.3515220471651,10.1517965750017,109931307.456039,0.390983682611308,-1586.55801500518
6710282751.01416,78.2456681113726,10.1604556450388,110364558.845045,0.390842262991478,-1586.54243480175
6700127448.09486,78.2093423862512,10.1664840297603,110460455.968393,0.391310881621024,-1586.45722171402
6704235974.00357,78.2795396881447,10.1699185324442,110418744.388758,0.391429178332746,-1586.62682444628
6704235974.00357,78.2795396881447,10.1699185324442,110418744.388758,0.391429178332746,-1586.62682444628
6704235974.00357,78.2795396881447,10.1699185324442,110418744.388758,0.391429178332746,-1586.62682444628
6711985628.14495,78.3788812382081,10.1664838963122,110484024.562126,0.391786722841791,-1587.04424636443
6716755741.44508,78.4032857181108,10.1538403519057,110445488.689426,0.391324622249266,-1586.62863075195
6707860621.34412,78.2170616014027,10.1569267802125,110238832.341949,0.390784088463198,-1586.46152459665
6705643784.79537,78.1651385927099,10.1662108599418,110368801.629945,0.391060752094572,-1587.95359747735
6700783228.11334,78.1708735395168,10.1593871221671,110229470.241575,0.390515375528664,-1588.33798910839
6703730397.48086,77.9957853888619,10.1626627288209,110287584.814667,0.389864198131589,-1586.79772171295
6702024592.24886,78.0196676944162,10.1530392385755,110066948.418832,0.389866781764187,-1586.2831476541
6702024592.24886,78.0196676944162,10.1530392385755,110066948.418832,0.389866781764187,-1586.2831476541
6702024592.24886,78.0196676944162,10.1530392385755,110066948.418832,0.389866781764187,-1586.2831476541
6700448997.80909,78.0438309159479,10.1353864240513,110050122.287692,0.389550427888067,-1587.28011947912
6699604285.86355,77.9607925797324,10.1502819722064,109954393.192332,0.389333026858372,-1586.7435847013
6702099719.67416,78.0787977640059,10.1355237961815,110282760.90391,0.389842901270987,-1586.39998260475
6699689385.48909,78.1054170852525,10.1366218781252,110332606.313535,0.390283063310056,-1586.23641257322
6705418869.41809,78.1771052794064,10.133020343132,110263648.810679,0.39007738887779,-1587.02602385041
6698136847.22763,78.0908266885363,10.1343276436378,110040323.722883,0.390117419712542,-1586.74164183935
6708126848.10107,78.1276487477424,10.1439376613079,109846548.690543,0.390073905249702,-1586.38269606724
6705673847.88047,78.1060033032492,10.1581926318892,109727077.465846,0.390076720991552,-1586.40646260497
6707894861.04366,78.0837691091444,10.1604263774062,109738626.877481,0.389863952770256,-1586.36332107367
6707525881.50178,78.0247372099694,10.1823219368034,109780014.644104,0.389521737875815,-1586.95645650877
6707525881.50178,78.0247372099694,10.1823219368034,109780014.644104,0.389521737875815,-1586.95645650877
6702822600.7623,77.9259052833103,10.1840233711952,109682391.447999,0.389645007633977,-1586.70584204494
6701944382.03071,77.9886300055953,10.2004513732808,109601571.264391,0.390007906250853,-1586.69209101489
6701944382.03071,77.9886300055953,10.2004513732808,109601571.264391,0.390007906250853,-1586.69209101489
6706619541.63558,77.9293634682448,10.2247292389855,109672293.05657,0.390019926484345,-1587.95320493169
6710307028.30083,78.054064243486,10.2045840229145,109410341.532952,0.389846029365928,-1586.81803548792
6716530145.21635,78.1837411478871,10.2005956147747,109439125.664225,0.390501678803301,-1587.07706278851
6714494942.0326,78.2493320629315,10.2023685454405,109397417.840302,0.390726384754788,-1587.08997118921
6714643084.18602,78.3093971507324,10.2024458102794,109168531.925339,0.391219905597933,-1586.86355572248
6709487003.32151,78.3322110935598,10.1986550594051,109108901.901794,0.391522011974993,-1587.43854976439
6714237220.06794,78.4502657330296,10.1911950226234,109532610.606279,0.392135727950215,-1586.80819648319
6711609033.76427,78.412939908554,10.1895148374574,109522639.822538,0.392449750332445,-1588.01811718917
6717898128.87567,78.4187467708012,10.1984319956352,109380332.703967,0.39201601325889,-1587.59872570681
6711646176.55336,78.3943947664931,10.2083874864221,109354846.798566,0.392215530216818,-1586.93836837981
6707300969.18048,78.3716599209826,10.1988826359436,109435128.26156,0.392226763356572,-1586.79046090548
6705980289.24327,78.3958556478972,10.1770478304906,109466810.635385,0.392055778290513,-1586.93593952711
6704106183.17576,78.4205246490119,10.1651430003494,109521234.744712,0.39285765577197,-1588.18579295911
6697116933.21072,78.4680082149797,10.1611417956919,109426245.166004,0.392829525759519,-1587.87942593793
6695530545.68821,78.4456872739592,10.1550500869739,109403898.196701,0.392986656149476,-1586.61119291971
6698688812.48537,78.4663019443593,10.1578748846952,109483722.639024,0.393157869885283,-1586.63538559221
6703302840.72405,78.5328353775349,10.1661743029156,109019625.534033,0.393306336174173,-1586.69865778982
6700226366.82358,78.5243647520025,10.1348551504262,109004720.741463,0.39302942536762,-1586.38442277217
6726506724.20879,78.7106756976656,10.1277415009335,108943076.742624,0.392205040871806,-1586.53953875071
6729945613.02368,78.6735638321849,10.1177568409673,109118218.372569,0.392016964975142,-1587.88115112817
6724458229.29169,78.8234297348134,10.1255566652971,109305520.05202,0.393078984893856,-1586.58321902498
6731236001.93773,78.8139543939762,10.1435809058881,109642659.225912,0.392923045159735,-1587.13697992524
6736990849.43589,78.7767408764566,10.1563053389207,109745583.892174,0.392439956861204,-1587.48496980412
6732619505.56872,78.8673884373614,10.1474770770633,109964067.816644,0.392953285711693,-1586.84021973586
6726668183.71552,78.8525148626005,10.1426260317038,109980588.503398,0.393313098424874,-1586.75718285362
6728240476.72105,78.9181917516872,10.1281137507119,110084844.454023,0.393608422213232,-1586.9425896691
6730640761.36132,78.9931640755756,10.1158675050573,109979779.612679,0.39319186262343,-1588.3868723539
6733124379.18797,79.0478002801568,10.0981072198039,109825769.972928,0.393642566398007,-1586.60173564657
6729603225.36856,79.0615326770797,10.0883706094231,109883639.986175,0.393781741853161,-1586.51904842124
6727103583.06281,79.1089301562693,10.0936461499538,109958398.651593,0.394103521887981,-1587.31447597518
6728920676.08997,79.0186264453899,10.0739672566129,110159195.292817,0.393591893501744,-1586.54609002981
6715842087.35997,79.0107255023071,10.0576291980214,110076352.320905,0.393746731629682,-1588.21936041713
6712737424.054,78.9488177528283,10.0452889011052,110085551.983525,0.393840677155044,-1586.09397557763
6708798309.98165,79.1316497333699,10.0226396677022,109924645.371983,0.394685437488566,-1587.95012277347
6706799045.7113,79.0736064129237,10.0310627987487,109881467.762678,0.394906600258916,-1586.10196889171
6700568771.18937,79.0853521888137,10.0374119988369,109984469.328585,0.395661858565904,-1586.08581008663
6708934246.42202,79.1969899822217,10.0308714987869,109878093.318577,0.395550481971452,-1586.18494724371
6700049027.82104,78.9972330752231,10.0448976955674,109911644.602552,0.395094893457493,-1586.10549549759
6705293545.71244,78.9740533231117,10.072467825895,110050153.875485,0.394986950138327,-1586.27622725075
6715636887.16406,79.0153737274968,10.092054222166,110094000.140534,0.394989490682517,-1587.54917927015
6722987097.37134,79.0511947646188,10.0794696670809,110371730.732266,0.394290494181803,-1586.5395303104
6709073018.01379,79.012893198336,10.0729268468659,110832614.351722,0.394994867866947,-1586.38399211707
6707243648.78027,79.0292197291635,10.0818659224503,110875262.822788,0.395215658330844,-1586.3655910526
6707243648.78027,79.0292197291635,10.0818659224503,110875262.822788,0.395215658330844,-1586.3655910526
6714218727.65345,79.0705977694489,10.1031456672589,111035958.674033,0.395246322894158,-1586.57942703052
6715721842.97336,79.1098089927403,10.1000366381828,110966734.951832,0.395249157058395,-1586.62894468498
6721945937.65163,79.1726765879232,10.1035468824098,111053136.962389,0.39497210444183,-1587.69479080911
6726133241.59814,79.1527509907209,10.1137828774441,111144325.051,0.395526960941805,-1589.30447567991
6734806153.08178,79.1757810215663,10.1144712381396,111208155.409806,0.39466770054527,-1587.16686687857
6730676061.83329,79.1960687418235,10.0680543581953,111106883.746435,0.394229221549899,-1586.75932679365
6726031496.89226,79.1018429415161,10.087381291853,111287219.093412,0.394733121245846,-1587.74755255137
6719336961.39749,79.1213381555042,10.0776241257064,111291019.14681,0.394960789971436,-1586.52235419298
6726792059.69806,79.1309810191084,10.0814032685432,111235291.010241,0.394466468680308,-1586.53730318384
6726792059.69806,79.1309810191084,10.0814032685432,111235291.010241,0.394466468680308,-1586.53730318384
6737737759.22865,79.2560491156451,10.0824606861962,111197040.24471,0.39448291011724,-1586.69325079814
6737385290.18433,79.1821642862785,10.0860340273786,111069660.571044,0.394173709509002,-1586.87522166081
6736078367.62005,79.2713213146569,10.0724259097839,111009106.345292,0.394631522570123,-1586.66662918286
6742490009.47911,79.1956786273126,10.1023581319074,110903787.279352,0.39429222049888,-1588.13020669569
6754045097.50747,79.4114377948629,10.0905008765807,110649910.71723,0.394614676704698,-1587.7750066889
6768168556.60588,79.4928483404674,10.0794353854688,110534760.313676,0.394004820626468,-1588.05976873211
6768598999.16943,79.5472792375308,10.0709939149596,110592171.461513,0.393874744132946,-1586.89689769462
6765556343.9847,79.5096859338546,10.0587391623966,110784959.656149,0.393920955491995,-1587.14394274245
6780271304.99777,79.7780498676279,10.0296143895381,110875199.634955,0.393867700922133,-1587.02901000612
6778634784.55644,79.7414468377115,10.0337874185973,110963981.849715,0.39381914186289,-1586.97854003785
6781812739.61356,79.7210362382615,10.0357771939735,110882537.86817,0.393409074534669,-1587.19630624239
6783139873.35566,79.8110493051416,10.0486241565733,110684961.066783,0.393691839801148,-1589.85430995336
6769907392.23094,79.9153295283023,10.0005025898175,110430827.175948,0.394957470018638,-1588.15067339794
6768716036.02218,79.9136396678078,10.0011095304257,110791799.591348,0.395248555825826,-1586.96757241896
6768716036.02218,79.9136396678078,10.0011095304257,110791799.591348,0.395248555825826,-1586.96757241896
6759654619.78905,79.743902470051,10.0191825884786,110709161.010469,0.39520696820851,-1586.60688399158
6754100418.29932,79.7449674744362,10.0222006894498,110731912.545948,0.39582124122603,-1586.76981964035
6751586313.36514,79.7437008008537,10.0134801750334,110782056.284614,0.395657822440406,-1586.63714026508
6758954939.00941,79.8638404721803,10.0370373043817,110780016.999777,0.396100100780356,-1587.02200607638
6757315896.70397,79.8951512234464,10.0178798879081,110777434.524731,0.39620043036978,-1586.93575025362
6754404480.6977,79.8983552387553,10.0016948853276,110727154.0494,0.396332205179901,-1586.64624398498
6751572641.94738,79.868599503496,10.0222741955058,110654428.051585,0.396589372513683,-1586.73827475797
6756828214.8763,79.8998626900471,10.0428588448858,110527555.769141,0.397270118329929,-1589.45593926372
6765503736.53922,80.0423988591338,10.0423397124212,110300607.733481,0.397219700646078,-1587.55663921967
6766038378.51402,80.0380102671185,10.0522430737306,110330841.151499,0.396846134484045,-1587.31377641075
6758515755.1978,79.8402764333711,10.0574462556241,110292824.632182,0.39651646725467,-1587.16341827263
6748882980.57201,79.8010929848343,10.0577197062382,110295845.206016,0.3966469248967,-1587.19019137651
6746909011.72247,79.742465129423,10.0561710784837,110003073.58681,0.396878569244295,-1587.52678163114
6742780312.62477,79.6453551402086,10.0554486205448,109941851.985281,0.396035362455662,-1587.16889903648
6738809294.0841,79.6988687191234,10.0467613172427,109870141.266933,0.396927944281472,-1586.78592636533
6742941385.2332,79.7023108150049,10.0529057034723,109750408.316724,0.396952830189628,-1587.84417346256
6742941385.2332,79.7023108150049,10.0529057034723,109750408.316724,0.396952830189628,-1587.84417346256
6747456713.90352,79.773572699755,10.0447746162529,109940477.212119,0.396497644643007,-1586.88215642993
6733389400.43105,79.7338315731533,10.0366930600792,109812939.251598,0.39693285280704,-1588.10287512875
6729997357.58716,79.6987824712748,10.0161184246771,109740653.052582,0.39710444735446,-1586.41777986635
6735940364.46576,79.7325179454378,10.0031762052997,109843068.425377,0.396917271630005,-1586.59041033935
6737886581.18886,79.777849375315,10.0026571614806,109642571.032852,0.396809221211754,-1586.46095910447
6737886581.18886,79.777849375315,10.0026571614806,109642571.032852,0.396809221211754,-1586.46095910447
6730859321.42182,79.6811545829554,10.0003435385056,109735091.736461,0.396349528528405,-1588.05661163256
6730058341.12859,79.7060938290962,10.0071984756762,109703619.28528,0.396604666573182,-1588.50384244851
6722242058.03664,79.6594019217277,10.0231718312291,109685926.711109,0.397246176871866,-1587.2157527473
6716149064.2727,79.5313688034023,10.0389683483173,109441742.364514,0.397493652055877,-1586.60302298905
6713992485.93363,79.5092895489498,10.0622453845074,109569288.455828,0.397692051136538,-1586.59467969479
6703134162.67369,79.487309535763,10.0403627135469,109408778.789961,0.398101371874195,-1586.37249527043
6714444996.26291,79.655540685331,10.0494077156318,109282465.509468,0.39844334988316,-1586.58896197734
6714444996.26291,79.655540685331,10.0494077156318,109282465.509468,0.39844334988316,-1586.58896197734
6715584623.52792,79.6912771209635,10.042394196637,109322421.367359,0.398477730403892,-1586.54231956375
6709609222.95651,79.6092423336088,10.0481212847956,109315734.354577,0.398306085587157,-1586.68273973496
6706074879.26031,79.6337690591372,10.0663843620954,109334019.045761,0.399532361761276,-1588.3878025191
6705474566.74957,79.7724141076646,10.070779849409,109290803.572606,0.400010534953048,-1586.7888359201
6704631127.61321,79.8295149834332,10.0486693403251,109221873.505374,0.400103264914966,-1586.85221616004
6710309280.6421,79.8812903658254,10.0462405403621,109129090.048099,0.399985104502125,-1586.8682329969
6710309280.6421,79.8812903658254,10.0462405403621,109129090.048099,0.399985104502125,-1586.8682329969
6705431810.37231,79.9739478833169,10.0535844824933,108886604.772105,0.400788159749439,-1588.21147688942
6702219283.45295,80.0379960935245,10.0559829742332,108684661.320065,0.401535050840246,-1587.81698366948
6709545976.43975,80.1112067363993,10.0593728454602,108802321.394946,0.401859756903193,-1586.96387673207
6711216565.33577,80.1534300035435,10.0550728703128,108860648.290732,0.401703573981274,-1587.3331046951
6724636115.23563,80.157869845443,10.0568110868289,108907000.69755,0.401085847876594,-1587.17516172649
6721492038.08346,80.2341149392121,10.0379743844387,108784961.932239,0.401107516579322,-1588.08955594068
6715148210.35928,80.1121568687301,10.0514784161602,108817193.118385,0.401127452651939,-1587.19002235375
6719987228.77335,80.1654371245244,10.0503573538127,108881621.940489,0.401114119721141,-1587.16189665045
6738894753.0602,80.2545166825089,10.0558530484767,108808445.375842,0.400929093872669,-1588.79128148611
6736894646.24408,80.3024405023549,10.060561881585,108831939.039885,0.400560316398502,-1588.90013387647
6743235063.39025,80.4302269807587,10.0581958510257,108899705.960869,0.400961214338391,-1588.36011165013
6743235063.39025,80.4302269807587,10.0581958510257,108899705.960869,0.400961214338391,-1588.36011165013
6746932690.37994,80.392747966579,10.0681164506484,108947584.806095,0.400832165177968,-1587.34941135323
6735148760.6104,80.3695709956814,10.0416083673325,108906520.923205,0.401383421091495,-1587.10266464753
6736338563.82234,80.3865900810572,10.0394570188694,109043769.377568,0.401528830218129,-1587.41690972512
6730155556.3346,80.3506647466886,10.0124090027874,109529024.816019,0.401454402376372,-1587.178667392
6720242468.79649,80.1962404010167,10.0376048331257,109410927.244949,0.401260906661111,-1586.91407464802
6724776031.35197,80.2705045315768,10.0494946694403,109324551.215286,0.40158648621931,-1587.04696699063
6716641986.37799,80.149787027669,10.0780178397852,109389865.32181,0.402351694410042,-1590.20463942841
6719548298.12219,80.0895938401569,10.0806260405842,109374141.586681,0.401513900527747,-1588.20358395417
6717320036.65328,80.1876958301511,10.0620971616961,109524261.058185,0.401624599794257,-1587.18036589441
