"Time","cfu","Bacteria"
0,30000,"Total"
0,13166.6666666667,"EryR"
0,11166.6666666667,"TetR"
0,0,"DRP"
0,150000,"P"
1,43333.3333333333,"Total"
1,26666.6666666667,"EryR"
1,23333.3333333333,"TetR"
1,0,"DRP"
1,255000,"P"
2,333333.333333333,"Total"
2,163333.333333333,"EryR"
2,2e+05,"TetR"
2,0,"DRP"
2,250000,"P"
3,3e+06,"Total"
3,1333333.33333333,"EryR"
3,1333333.33333333,"TetR"
3,0,"DRP"
3,350000,"P"
4,1.1e+07,"Total"
4,6e+06,"EryR"
4,1666666.66666667,"TetR"
4,0,"DRP"
4,4e+05,"P"
5,86666666.6666667,"Total"
5,43333333.3333333,"EryR"
5,10333333.3333333,"TetR"
5,0,"DRP"
5,1950000,"P"
6,366666666.666667,"Total"
6,266666666.666667,"EryR"
6,133333333.333333,"TetR"
6,0,"DRP"
6,6e+06,"P"
7,1433333333.33333,"Total"
7,833333331.333333,"EryR"
7,599999998,"TetR"
7,2.0000000199681,"DRP"
7,16500000,"P"
8,1166666666.66667,"Total"
8,966666658.666667,"EryR"
8,266666658.666667,"TetR"
8,8.00000007987242,"DRP"
8,5e+06,"P"
16,1466666666.66667,"Total"
16,966666646.666667,"EryR"
16,633333313.333333,"TetR"
16,20.000000199681,"DRP"
16,7.5e+07,"P"
17,933333333.333333,"Total"
17,466666646.666667,"EryR"
17,399999980,"TetR"
17,20.000000199681,"DRP"
17,1.9e+08,"P"
18,1e+09,"Total"
18,566666646.666667,"EryR"
18,399999980,"TetR"
18,20.000000199681,"DRP"
18,2.4e+08,"P"
19,1366666666.66667,"Total"
19,866666624.666666,"EryR"
19,466666624.666666,"TetR"
19,42.0000004193302,"DRP"
19,6.5e+07,"P"
20,866666666.666667,"Total"
20,399999966,"EryR"
20,366666632.666666,"TetR"
20,34.0000003394578,"DRP"
20,1.65e+08,"P"
21,666666666.666667,"Total"
21,293333315.333333,"EryR"
21,233333315.333333,"TetR"
21,18.0000001797129,"DRP"
21,3.05e+08,"P"
22,1.1e+08,"Total"
22,6e+07,"EryR"
22,36666666.6666667,"TetR"
22,0,"DRP"
22,1.62e+10,"P"
23,766666666.666667,"Total"
23,699999976,"EryR"
23,499999976,"TetR"
23,24.0000002396173,"DRP"
23,2e+08,"P"
24,1.3e+09,"Total"
24,549999989,"EryR"
24,483333322.333333,"TetR"
24,11.0000001098246,"DRP"
24,5.8e+08,"P"
