"time","Be","Bt","Bet","Pl","Pe","Pt","ery","tet"
24.7,689365732.187894,315266585.831771,3.53381541846033,28961273329.8478,208.236615023875,95.8567579024449,0,0
24.8,623970795.171477,285356748.272351,3.2028631926861,34745612378.4349,249.889310095251,114.939623682743,0,0
24.9,564644874.122687,258224836.263017,2.89961771060032,41039053236.6436,295.218519438307,135.691544273055,0,0
25,510923890.131919,233656842.758031,2.62408195420824,47639796855.7335,342.769738731736,157.448133953979,0,0
25.1,462305725.659733,211422638.480085,2.37446278549077,54312467930.7884,390.845232385556,179.435687578416,0,0
25.2,418312131.050437,191303385.987027,2.14852524234283,60835631689.8322,437.847208244907,200.926932160982,0,0
25.3,378504587.604529,173098514.435521,1.94407134010673,67044129478.7713,482.583695524935,221.379672592142,0,0
25.4,342485176.304934,156626041.039982,1.75906999787329,72845209539.2185,524.385169558193,240.489540061053,0,0
25.5,309893452.987727,141721125.485902,1.59167293459961,78206336665.2636,563.016626254366,258.149918990328,0,0
25.6,280403224.12915,128234591.989118,1.4402054885827,83131979052.8194,598.510059243626,274.375731807219,0,0
25.7,253719320.104448,116031452.889862,1.30315179868816,87643621537.2001,631.020233608889,289.237804202729,0,0
25.8,229574731.572016,104989598.897494,1.17914050416347,91768523524.3291,660.743574387385,302.825934905903,0,0
25.9,207727787.415515,94998508.463945,1.06693035083103,95534878247.5382,687.883246556039,315.232987894042,0,0
26,187959914.635937,85958223.3243399,0.965398709923681,98970209132.759,712.637589417407,326.549619841013,0,0
26.1,170073243.950486,77778253.4817247,0.873529288107687,102100757793.681,735.195703975834,336.862266690165,0,0
26.2,153888707.337694,70376707.1718662,0.790402357809292,104951314837.937,755.736233782502,346.252586274166,0,0
26.3,139244258.438607,63679477.0131346,0.71518561762777,107545135630.269,774.426758179665,354.797180584067,0,0
26.4,125993414.571184,57619573.2373906,0.647126704092796,109903902329.42,791.423519020705,362.567470436535,0,0
26.5,114003553.356145,52136344.6993067,0.585544442891708,112047766696.601,806.87172941236,369.629836220561,0,0
26.6,103154678.967758,47174914.6555775,0.529822512124888,113995385192.864,820.905826817523,376.045733317097,0,0
26.7,93338212.6219594,42685627.6283992,0.479403230030626,115763979677.535,833.649910603197,381.871891884635,0,0
26.8,84455907.0685529,38623552.9787573,0.43378197961142,117369409020.681,845.218258198219,387.160552632432,0,0
26.9,76418864.9263767,34948035.9694026,0.392502166614833,118826244878.864,855.715871225786,391.959716333367,0,0
27,69146648.6263003,31622290.7221097,0.355150648028648,120147851008.958,865.239047109208,396.313405013313,0,0
27.1,62566475.8104114,28613032.2559418,0.321353599495045,121346465205.256,873.875969561663,400.26193180098,0,0
27.2,56612488.3522495,25890142.1940482,0.290772760856536,122433277641.999,881.707273162996,403.84215894774,0,0
27.3,51225097.7905887,23426369.4160629,0.26310207417656,123418510816.719,888.806619456198,407.087761136213,0,0
27.4,46350385.2200412,21197055.614816,0.238064601460919,124311491335.232,895.241214253089,410.029461917051,0,0
27.5,41939562.9195681,19179889.0871519,0.21540975947704,125120721382.029,901.072322662354,412.695269119987,0,0
27.6,37948485.8141847,17354681.3145689,0.194910810526222,125853945248.508,906.355748500721,415.110693989126,0,0
27.7,34337209.9205931,15703165.0306479,0.176362594534457,126518211971.185,911.142285668541,417.298957508592,0,0
27.8,31069592.2910682,14208811.2665492,0.159579474286367,127119933697.148,915.478138733238,419.281182656349,0,0
27.9,28112929.1712602,12856663.8725778,0.144393476933233,127664940106.307,919.405315095694,421.076573671426,0,0
28,25437637.9926221,11633194.0862923,0.130652660644229,128158526878.812,922.961974245237,422.702575706881,0,0
28.1,23016934.2662314,10526152.7689073,0.118219455070152,128605507074.616,926.182797996739,424.175044078049,0,0
28.2,20826582.6926116,9524456.58231459,0.106969382995047,129010250761.905,929.099276049945,425.508374801799,0,0
28.3,18844668.0647973,8618083.21799071,0.0967898836497391,129376722107.142,931.73997325653,426.715626774913,0,0
28.4,17051360.5097814,7797964.03672218,0.0875791069462141,129708517775.046,934.130806325804,427.808648268165,0,0
28.5,15428708.6119982,7055889.45940186,0.0792448509195511,130008901771.543,936.295294897865,428.798191704174,0,0
28.6,13960472.5612265,6384432.66187717,0.0717037047430731,130280833611.094,938.25476451304,429.694006444874,0,0
28.7,12631962.1262446,5776875.47672138,0.0648802165294985,130526995822.923,940.028544817371,430.504929401501,0,0
28.8,11429878.7865268,5227136.19656919,0.058706082488603,130749821157.773,941.63416560958,431.238974658479,0,0
28.9,10342183.7379744,4729709.21022011,0.053119468978958,130951515654.129,943.08752305189,431.903409458015,0,0
29,9357997.95420289,4279619.29845611,0.0480644992032467,131134075689.773,944.403002540574,432.504810370847,0,0
29.1,8467466.20731487,3872359.44773577,0.0434905547924842,131299312229.344,945.593653428658,433.049143172927,0,0
29.2,7661679.21905084,3503855.2481948,0.039351875959172,131448864456.479,946.671287256424,433.541807752398,0,0
29.3,6932573.93315873,3170419.2859964,0.0356070492767747,131584217406.719,947.646604810431,433.987696196119,0,0
29.4,6272852.17120274,2868713.94283481,0.0322185898801191,131706716559.604,948.52930127086,434.39124085927,0,0
29.5,5675911.24700154,2595719.66438422,0.029152585087641,131817580312.302,949.328156093681,434.756455456327,0,0
29.6,5135778.49113419,2348705.01690825,0.0263783581065027,131917911611.219,950.051116825485,435.086973378125,0,0
29.7,4647046.07630305,2125196.88145787,0.0238681332829685,132008709779.002,950.705384326073,435.386086652815,0,0
29.8,4204821.03484993,1922957.59577676,0.0215967793826379,132090879656.461,951.297478642906,435.656776061566,0,0
29.9,3804678.72192748,1739963.67198105,0.019541570568235,132165239958.516,951.83329922215,435.901738664998,0,0
30,3442615.61027477,1574384.20856686,0.017681943944386,132232531863.271,952.318186799458,436.123416097658,0,0
